comparison	kegg_pathway	ko_id	significant_compounds	pathway_compounds	significant_compounds_total	compounds_total	metabolite_index_list	kegg_compound_list	kegg_url
CRKP_vs_KP	Mineral absorption	ko04978	3	9	66	562	MEDP0026*110;MEDN0046;MEDP0752	C00183+C00064+C00123	https:\\www.genome.jp\dbget-bin\www_bget?map04978
CRKP_vs_KP	Central carbon metabolism in cancer	ko05230	3	20	66	562	MEDP0026*110;MEDN0046;MEDP0752	C00183+C00064+C00123	https:\\www.genome.jp\dbget-bin\www_bget?map05230
CRKP_vs_KP	Amino sugar and nucleotide sugar metabolism	ko00520	1	7	66	562	MEDP1246*147	C20424	https:\\www.genome.jp\dbget-bin\www_bget?map00520
CRKP_vs_KP	Biosynthesis of nucleotide sugars	ko01250	1	7	66	562	MEDP1246*147	C20424	https:\\www.genome.jp\dbget-bin\www_bget?map01250
CRKP_vs_KP	Glycerophospholipid metabolism	ko00564	2	89	66	562	MEDN1285*215;MEDN0366*215	C04438+C04438	https:\\www.genome.jp\dbget-bin\www_bget?map00564
CRKP_vs_KP	Thermogenesis	ko04714	16	74	66	562	MEDP1656*264;MEDP1394*264;MEDN1159;MEDN2417;MEDP1380;MEDP1385;MEDP1395;MEDP1398;MEDP1401;MEDP1403;MEDP1405;MEDP1406;MEDP1428;MEDP1528;MEDP1529;MEDP1530	C02301+C02301+C00162+C00162+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301	https:\\www.genome.jp\dbget-bin\www_bget?map04714
CRKP_vs_KP	Arginine biosynthesis	ko00220	2	9	66	562	MEDN0010;MEDN0046	C00327+C00064	https:\\www.genome.jp\dbget-bin\www_bget?map00220
CRKP_vs_KP	Purine metabolism	ko00230	2	10	66	562	MEDN0046;MEDN2326	C00064+C11821	https:\\www.genome.jp\dbget-bin\www_bget?map00230
CRKP_vs_KP	Pyrimidine metabolism	ko00240	3	15	66	562	MEDN0046;MEDN0434;MEDN0502	C00064+C02067+C00672	https:\\www.genome.jp\dbget-bin\www_bget?map00240
CRKP_vs_KP	Alanine, aspartate and glutamate metabolism	ko00250	1	12	66	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map00250
CRKP_vs_KP	Glyoxylate and dicarboxylate metabolism	ko00630	2	11	66	562	MEDN0046;MEDN1695	C00064+C00168	https:\\www.genome.jp\dbget-bin\www_bget?map00630
CRKP_vs_KP	Vitamin B6 metabolism	ko00750	1	2	66	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map00750
CRKP_vs_KP	Nitrogen metabolism	ko00910	1	1	66	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map00910
CRKP_vs_KP	Nucleotide metabolism	ko01232	1	10	66	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map01232
CRKP_vs_KP	Glutamatergic synapse	ko04724	1	2	66	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map04724
CRKP_vs_KP	GABAergic synapse	ko04727	1	4	66	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map04727
CRKP_vs_KP	Proximal tubule bicarbonate reclamation	ko04964	1	2	66	562	MEDN0046	C00064	https:\\www.genome.jp\dbget-bin\www_bget?map04964
CRKP_vs_KP	Glycine, serine and threonine metabolism	ko00260	3	13	66	562	MEDN0065;MEDN1695;MEDP0313	C01005+C00168+C00581	https:\\www.genome.jp\dbget-bin\www_bget?map00260
CRKP_vs_KP	Cysteine and methionine metabolism	ko00270	1	17	66	562	MEDN0065	C01005	https:\\www.genome.jp\dbget-bin\www_bget?map00270
CRKP_vs_KP	Carbon metabolism	ko01200	2	16	66	562	MEDN0065;MEDN1695	C01005+C00168	https:\\www.genome.jp\dbget-bin\www_bget?map01200
CRKP_vs_KP	Tryptophan metabolism	ko00380	1	13	66	562	MEDN0337	C05642	https:\\www.genome.jp\dbget-bin\www_bget?map00380
CRKP_vs_KP	Biosynthesis of unsaturated fatty acids	ko01040	1	6	66	562	MEDN0394	C16525	https:\\www.genome.jp\dbget-bin\www_bget?map01040
CRKP_vs_KP	Pentose phosphate pathway	ko00030	1	7	66	562	MEDN0502	C00672	https:\\www.genome.jp\dbget-bin\www_bget?map00030
CRKP_vs_KP	Porphyrin metabolism	ko00860	1	7	66	562	MEDN0622	C00931	https:\\www.genome.jp\dbget-bin\www_bget?map00860
CRKP_vs_KP	Fatty acid biosynthesis	ko00061	1	5	66	562	MEDN0807	C06424	https:\\www.genome.jp\dbget-bin\www_bget?map00061
CRKP_vs_KP	Fatty acid elongation	ko00062	2	9	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map00062
CRKP_vs_KP	Fatty acid degradation	ko00071	3	10	66	562	MEDN1159;MEDN2417;MEDP1397	C00162+C00162+C02990	https:\\www.genome.jp\dbget-bin\www_bget?map00071
CRKP_vs_KP	Glycerolipid metabolism	ko00561	2	16	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map00561
CRKP_vs_KP	Efferocytosis	ko04148	2	59	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04148
CRKP_vs_KP	AMPK signaling pathway	ko04152	2	10	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04152
CRKP_vs_KP	Insulin secretion	ko04911	2	11	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04911
CRKP_vs_KP	Adipocytokine signaling pathway	ko04920	2	9	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04920
CRKP_vs_KP	Regulation of lipolysis in adipocytes	ko04923	2	13	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04923
CRKP_vs_KP	Type II diabetes mellitus	ko04930	2	10	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04930
CRKP_vs_KP	Insulin resistance	ko04931	3	11	66	562	MEDN1159;MEDN2417;MEDP0510	C00162+C00162+C02571	https:\\www.genome.jp\dbget-bin\www_bget?map04931
CRKP_vs_KP	Non-alcoholic fatty liver disease	ko04932	2	9	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04932
CRKP_vs_KP	Fat digestion and absorption	ko04975	2	16	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04975
CRKP_vs_KP	Vitamin digestion and absorption	ko04977	2	21	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04977
CRKP_vs_KP	Cholesterol metabolism	ko04979	2	14	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map04979
CRKP_vs_KP	Choline metabolism in cancer	ko05231	2	56	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map05231
CRKP_vs_KP	Diabetic cardiomyopathy	ko05415	2	11	66	562	MEDN1159;MEDN2417	C00162+C00162	https:\\www.genome.jp\dbget-bin\www_bget?map05415
CRKP_vs_KP	alpha-Linolenic acid metabolism	ko00592	1	4	66	562	MEDN1416	C16326	https:\\www.genome.jp\dbget-bin\www_bget?map00592
CRKP_vs_KP	Lysine degradation	ko00310	3	10	66	562	MEDN1656;MEDP0011;MEDP0297	C00739+C00047+C00431	https:\\www.genome.jp\dbget-bin\www_bget?map00310
CRKP_vs_KP	Parkinson disease	ko05012	1	3	66	562	MEDN1722	C04599	https:\\www.genome.jp\dbget-bin\www_bget?map05012
CRKP_vs_KP	Pathways of neurodegeneration - multiple diseases	ko05022	1	2	66	562	MEDN1722	C04599	https:\\www.genome.jp\dbget-bin\www_bget?map05022
CRKP_vs_KP	Fructose and mannose metabolism	ko00051	1	6	66	562	MEDN2102	C01934	https:\\www.genome.jp\dbget-bin\www_bget?map00051
CRKP_vs_KP	Biotin metabolism	ko00780	1	5	66	562	MEDP0011	C00047	https:\\www.genome.jp\dbget-bin\www_bget?map00780
CRKP_vs_KP	Arginine and proline metabolism	ko00330	4	15	66	562	MEDP0297;MEDP0313;MEDP1475;MEDP1741	C00431+C00581+C02565+C00179	https:\\www.genome.jp\dbget-bin\www_bget?map00330
CRKP_vs_KP	mTOR signaling pathway	ko04150	1	2	66	562	MEDP0752	C00123	https:\\www.genome.jp\dbget-bin\www_bget?map04150
CRKP_vs_KP	Shigellosis	ko05131	1	2	66	562	MEDP0752	C00123	https:\\www.genome.jp\dbget-bin\www_bget?map05131
CRKP_vs_KP	Fatty acid metabolism	ko01212	1	2	66	562	MEDP1397	C02990	https:\\www.genome.jp\dbget-bin\www_bget?map01212
CRKP_vs_KP	Steroid hormone biosynthesis	ko00140	1	15	66	562	MEDP2798	C00762	https:\\www.genome.jp\dbget-bin\www_bget?map00140
CRKP_vs_KP	Aldosterone-regulated sodium reabsorption	ko04960	1	3	66	562	MEDP2798	C00762	https:\\www.genome.jp\dbget-bin\www_bget?map04960
CRKP_vs_KP	Pathways in cancer	ko05200	1	13	66	562	MEDP2798	C00762	https:\\www.genome.jp\dbget-bin\www_bget?map05200
CRKP_vs_KP	Prostate cancer	ko05215	1	5	66	562	MEDP2798	C00762	https:\\www.genome.jp\dbget-bin\www_bget?map05215
CRKP_vs_KP_vs_Con	D-Amino acid metabolism	ko00470	9	19	158	562	MEDN1226*010;MEDN0009;MEDN0012;MEDN0018;MEDN0046;MEDN1656;MEDP0011;MEDP0020;MEDP0297	C03341+C00049+C00135+C00065+C00064+C00739+C00047+C00073+C00431	https:\\www.genome.jp\dbget-bin\www_bget?map00470
CRKP_vs_KP_vs_Con	Metabolic pathways	ko01100	62	257	158	562	MEDN1226*010;MEDN0225*020;MEDN0228*020;MEDN1199*028;MEDN0096*028;MEDP0026*110;MEDP0298*114;MEDP0227*128;MEDN1909*186;MEDN2338*186;MEDN0554*186;MEDN0372*210;MEDP1203*239;MEDP2792*272;MEDN0009;MEDN0012;MEDN0018;MEDN0019;MEDN0046;MEDN0065;MEDN0128;MEDN0147;MEDN0163;MEDN0201;MEDN0208;MEDN0280;MEDN0297;MEDN0326;MEDN0335;MEDN0434;MEDN0541;MEDN0622;MEDN0767;MEDN0841;MEDN1504;MEDN1551;MEDN1656;MEDN2102;MEDN2260;MEDN2325;MEDN2326;MEDN2393;MEDN2394;MEDP0011;MEDP0020;MEDP0184;MEDP0186;MEDP0242;MEDP0297;MEDP0313;MEDP0546;MEDP0752;MEDP0871;MEDP1127;MEDP1144;MEDP1273;MEDP1475;MEDP1741;MEDP1949;MEDP2059;MEDP2143;MEDP2719	C03341+C00181+C00259+C03590+C01606+C00183+C02378+C00159+C00156+C00805+C06044+C00416+C19831+C00157+C00049+C00135+C00065+C00078+C00064+C01005+C00755+C02376+C00262+C00042+C01598+C00245+C01127+C00898+C02170+C02067+C05576+C00931+C14826+C02642+C12621+C02835+C00739+C01934+C06046+C16365+C11821+C00681+C00681+C00047+C00073+C02465+C01829+C00153+C00431+C00581+C12312+C00123+C00836+C00637+C00407+C11994+C02565+C00179+C03373+C04295+C06179+C08062	https:\\www.genome.jp\dbget-bin\www_bget?map01100
CRKP_vs_KP_vs_Con	beta-Alanine metabolism	ko00410	5	13	158	562	MEDN0586*010;MEDN0818*010;MEDN0009;MEDN0012;MEDN0841	C01073+C01073+C00049+C00135+C02642	https:\\www.genome.jp\dbget-bin\www_bget?map00410
CRKP_vs_KP_vs_Con	Pentose and glucuronate interconversions	ko00040	3	7	158	562	MEDN0225*020;MEDN1931*020;MEDN0228*020	C00181+C01508+C00259	https:\\www.genome.jp\dbget-bin\www_bget?map00040
CRKP_vs_KP_vs_Con	Amino sugar and nucleotide sugar metabolism	ko00520	3	7	158	562	MEDN0225*020;MEDN0228*020;MEDP0227*128	C00181+C00259+C00159	https:\\www.genome.jp\dbget-bin\www_bget?map00520
CRKP_vs_KP_vs_Con	ABC transporters	ko02010	36	139	158	562	MEDN0225*020;MEDN0228*020;MEDN0096*028;MEDP0026*110;MEDP0227*128;MEDP2546*135;MEDP2355*135;MEDP2434*138;MEDP2433*138;MEDP1022*153;MEDP2584*153;MEDN1548*199;MEDP2339*243;MEDP2431*245;MEDP0859*245;MEDP2585*251;MEDN0009;MEDN0012;MEDN0018;MEDN0046;MEDN0280;MEDN1910;MEDN1969;MEDP0011;MEDP0078;MEDP0752;MEDP1144;MEDP1512;MEDP1863;MEDP2327;MEDP2383;MEDP2411;MEDP2470;MEDP2494;MEDP2556;MEDP2805	C00181+C00259+C01606+C00183+C00159+C00107+C00107+C00107+C00107+C00107+C00107+C00107+C00107+C00107+C00107+C00107+C00049+C00135+C00065+C00064+C00245+C00107+C00107+C00047+C00107+C00123+C00407+C00107+C00107+C00107+C00107+C00098+C00107+C00107+C00107+C00107	https:\\www.genome.jp\dbget-bin\www_bget?map02010
CRKP_vs_KP_vs_Con	Ascorbate and aldarate metabolism	ko00053	1	6	158	562	MEDN0228*020	C00259	https:\\www.genome.jp\dbget-bin\www_bget?map00053
CRKP_vs_KP_vs_Con	Biosynthesis of nucleotide sugars	ko01250	2	7	158	562	MEDN0228*020;MEDP0227*128	C00259+C00159	https:\\www.genome.jp\dbget-bin\www_bget?map01250
CRKP_vs_KP_vs_Con	Phenylalanine metabolism	ko00360	3	12	158	562	MEDN0061*037;MEDN0201;MEDN1504	C05598+C00042+C12621	https:\\www.genome.jp\dbget-bin\www_bget?map00360
CRKP_vs_KP_vs_Con	Valine, leucine and isoleucine degradation	ko00280	4	8	158	562	MEDP0026*110;MEDN0335;MEDP0752;MEDP1144	C00183+C02170+C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map00280
CRKP_vs_KP_vs_Con	Valine, leucine and isoleucine biosynthesis	ko00290	3	5	158	562	MEDP0026*110;MEDP0752;MEDP1144	C00183+C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map00290
CRKP_vs_KP_vs_Con	Pantothenate and CoA biosynthesis	ko00770	3	8	158	562	MEDP0026*110;MEDN0009;MEDN0841	C00183+C00049+C02642	https:\\www.genome.jp\dbget-bin\www_bget?map00770
CRKP_vs_KP_vs_Con	Aminoacyl-tRNA biosynthesis	ko00970	11	17	158	562	MEDP0026*110;MEDN0009;MEDN0012;MEDN0018;MEDN0019;MEDN0046;MEDN0065;MEDP0011;MEDP0020;MEDP0752;MEDP1144	C00183+C00049+C00135+C00065+C00078+C00064+C01005+C00047+C00073+C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map00970
CRKP_vs_KP_vs_Con	2-Oxocarboxylic acid metabolism	ko01210	7	18	158	562	MEDP0026*110;MEDN0009;MEDN0019;MEDP0011;MEDP0020;MEDP0752;MEDP1144	C00183+C00049+C00078+C00047+C00073+C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map01210
CRKP_vs_KP_vs_Con	Biosynthesis of amino acids	ko01230	11	36	158	562	MEDP0026*110;MEDN0009;MEDN0012;MEDN0018;MEDN0019;MEDN0046;MEDN0065;MEDP0011;MEDP0020;MEDP0752;MEDP1144	C00183+C00049+C00135+C00065+C00078+C00064+C01005+C00047+C00073+C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map01230
CRKP_vs_KP_vs_Con	Biosynthesis of cofactors	ko01240	10	36	158	562	MEDP0026*110;MEDN1909*186;MEDN0009;MEDN0018;MEDN0019;MEDN0046;MEDN0622;MEDP0020;MEDP0242;MEDP1949	C00183+C00156+C00049+C00065+C00078+C00064+C00931+C00073+C00153+C03373	https:\\www.genome.jp\dbget-bin\www_bget?map01240
CRKP_vs_KP_vs_Con	Protein digestion and absorption	ko04974	11	19	158	562	MEDP0026*110;MEDN0009;MEDN0012;MEDN0018;MEDN0019;MEDN0046;MEDP0011;MEDP0020;MEDP0456;MEDP0752;MEDP1144	C00183+C00049+C00135+C00065+C00078+C00064+C00047+C00073+C01746+C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map04974
CRKP_vs_KP_vs_Con	Mineral absorption	ko04978	7	9	158	562	MEDP0026*110;MEDN0018;MEDN0019;MEDN0046;MEDP0020;MEDP0752;MEDP1144	C00183+C00065+C00078+C00064+C00073+C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map04978
CRKP_vs_KP_vs_Con	Central carbon metabolism in cancer	ko05230	10	20	158	562	MEDP0026*110;MEDN0009;MEDN0012;MEDN0018;MEDN0019;MEDN0046;MEDN0201;MEDP0020;MEDP0752;MEDP1144	C00183+C00049+C00135+C00065+C00078+C00064+C00042+C00073+C00123+C00407	https:\\www.genome.jp\dbget-bin\www_bget?map05230
CRKP_vs_KP_vs_Con	Fructose and mannose metabolism	ko00051	2	6	158	562	MEDP0227*128;MEDN2102	C00159+C01934	https:\\www.genome.jp\dbget-bin\www_bget?map00051
CRKP_vs_KP_vs_Con	Galactose metabolism	ko00052	1	7	158	562	MEDP0227*128	C00159	https:\\www.genome.jp\dbget-bin\www_bget?map00052
CRKP_vs_KP_vs_Con	Lysosome	ko04142	1	2	158	562	MEDP0227*128	C00159	https:\\www.genome.jp\dbget-bin\www_bget?map04142
CRKP_vs_KP_vs_Con	C-type lectin receptor signaling pathway	ko04625	1	2	158	562	MEDP0227*128	C00159	https:\\www.genome.jp\dbget-bin\www_bget?map04625
CRKP_vs_KP_vs_Con	Ubiquinone and other terpenoid-quinone biosynthesis	ko00130	1	3	158	562	MEDN1909*186	C00156	https:\\www.genome.jp\dbget-bin\www_bget?map00130
CRKP_vs_KP_vs_Con	Folate biosynthesis	ko00790	1	1	158	562	MEDN1909*186	C00156	https:\\www.genome.jp\dbget-bin\www_bget?map00790
CRKP_vs_KP_vs_Con	Bile secretion	ko04976	3	20	158	562	MEDN2338*186;MEDP0184;MEDP0186	C00805+C02465+C01829	https:\\www.genome.jp\dbget-bin\www_bget?map04976
CRKP_vs_KP_vs_Con	Tyrosine metabolism	ko00350	6	16	158	562	MEDN0554*186;MEDN0201;MEDN0541;MEDN2260;MEDP0184;MEDP0186	C06044+C00042+C05576+C06046+C02465+C01829	https:\\www.genome.jp\dbget-bin\www_bget?map00350
CRKP_vs_KP_vs_Con	Glycerolipid metabolism	ko00561	3	16	158	562	MEDN0372*210;MEDN2393;MEDN2394	C00416+C00681+C00681	https:\\www.genome.jp\dbget-bin\www_bget?map00561
CRKP_vs_KP_vs_Con	Glycerophospholipid metabolism	ko00564	43	89	158	562	MEDN0372*210;MEDN1285*215;MEDN0366*215;MEDN2369*217;MEDN1282*217;MEDN2372*221;MEDN1276*221;MEDN1269*225;MEDN1270*225;MEDP0494*269;MEDP1692*269;MEDP1346*272;MEDP0338*272;MEDP2792*272;MEDP0434*273;MEDP2831*273;MEDP1341*275;MEDP0495*275;MEDP1339*276;MEDP1701*276;MEDP1333*280;MEDP1334*280;MEDP1328*282;MEDP1330*282;MEDP2784*285;MEDP1325*285;MEDP1322*286;MEDP1321*286;MEDN0018;MEDN2373;MEDN2384;MEDN2385;MEDN2393;MEDN2394;MEDP0442;MEDP1337;MEDP1695;MEDP2746;MEDP2836;MEDP2840;MEDP2846;MEDP2848;MEDP2849	C00416+C04438+C04438+C04438+C04438+C04438+C04438+C04438+C04438+C04230+C04230+C04230+C04230+C00157+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C00065+C18126+C05974+C05974+C00681+C00681+C00670+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04438	https:\\www.genome.jp\dbget-bin\www_bget?map00564
CRKP_vs_KP_vs_Con	cAMP signaling pathway	ko04024	2	8	158	562	MEDN0372*210;MEDN0201	C00416+C00042	https:\\www.genome.jp\dbget-bin\www_bget?map04024
CRKP_vs_KP_vs_Con	Phosphatidylinositol signaling system	ko04070	1	1	158	562	MEDN0372*210	C00416	https:\\www.genome.jp\dbget-bin\www_bget?map04070
CRKP_vs_KP_vs_Con	Phospholipase D signaling pathway	ko04072	3	8	158	562	MEDN0372*210;MEDN2393;MEDN2394	C00416+C00681+C00681	https:\\www.genome.jp\dbget-bin\www_bget?map04072
CRKP_vs_KP_vs_Con	Fc gamma R-mediated phagocytosis	ko04666	1	2	158	562	MEDN0372*210	C00416	https:\\www.genome.jp\dbget-bin\www_bget?map04666
CRKP_vs_KP_vs_Con	GnRH signaling pathway	ko04912	1	3	158	562	MEDN0372*210	C00416	https:\\www.genome.jp\dbget-bin\www_bget?map04912
CRKP_vs_KP_vs_Con	Fat digestion and absorption	ko04975	3	16	158	562	MEDN0372*210;MEDN2393;MEDN2394	C00416+C00681+C00681	https:\\www.genome.jp\dbget-bin\www_bget?map04975
CRKP_vs_KP_vs_Con	Pathways in cancer	ko05200	3	13	158	562	MEDN0372*210;MEDN2393;MEDN2394	C00416+C00681+C00681	https:\\www.genome.jp\dbget-bin\www_bget?map05200
CRKP_vs_KP_vs_Con	Pancreatic cancer	ko05212	1	1	158	562	MEDN0372*210	C00416	https:\\www.genome.jp\dbget-bin\www_bget?map05212
CRKP_vs_KP_vs_Con	Choline metabolism in cancer	ko05231	28	56	158	562	MEDN0372*210;MEDP0494*269;MEDP1692*269;MEDP1346*272;MEDP0338*272;MEDP2792*272;MEDP0434*273;MEDP2831*273;MEDP1341*275;MEDP0495*275;MEDP1339*276;MEDP1701*276;MEDP1333*280;MEDP1334*280;MEDP1328*282;MEDP1330*282;MEDP2784*285;MEDP1325*285;MEDP1322*286;MEDP1321*286;MEDP0442;MEDP1337;MEDP1695;MEDP2746;MEDP2836;MEDP2840;MEDP2846;MEDP2848	C00416+C04230+C04230+C04230+C04230+C00157+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C00670+C04230+C04230+C04230+C04230+C04230+C04230+C04230	https:\\www.genome.jp\dbget-bin\www_bget?map05231
CRKP_vs_KP_vs_Con	Thermogenesis	ko04714	24	74	158	562	MEDP1656*264;MEDP1394*264;MEDP1382*266;MEDP0184;MEDP1380;MEDP1381;MEDP1385;MEDP1386;MEDP1389;MEDP1390;MEDP1391;MEDP1395;MEDP1398;MEDP1401;MEDP1403;MEDP1405;MEDP1528;MEDP1529;MEDP1530;MEDP2861;MEDP2866;MEDP2867;MEDP2868;MEDP2869	C02301+C02301+C02301+C02465+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301+C02301	https:\\www.genome.jp\dbget-bin\www_bget?map04714
CRKP_vs_KP_vs_Con	Efferocytosis	ko04148	26	59	158	562	MEDP0494*269;MEDP1692*269;MEDP1346*272;MEDP0338*272;MEDP0434*273;MEDP2831*273;MEDP1341*275;MEDP0495*275;MEDP1339*276;MEDP1701*276;MEDP1333*280;MEDP1334*280;MEDP1328*282;MEDP1330*282;MEDP2784*285;MEDP1325*285;MEDP1322*286;MEDP1321*286;MEDP0020;MEDP1337;MEDP1695;MEDP2746;MEDP2836;MEDP2840;MEDP2846;MEDP2848	C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C04230+C00073+C04230+C04230+C04230+C04230+C04230+C04230+C04230	https:\\www.genome.jp\dbget-bin\www_bget?map04148
CRKP_vs_KP_vs_Con	Arachidonic acid metabolism	ko00590	1	7	158	562	MEDP2792*272	C00157	https:\\www.genome.jp\dbget-bin\www_bget?map00590
CRKP_vs_KP_vs_Con	Linoleic acid metabolism	ko00591	2	9	158	562	MEDP2792*272;MEDN0767	C00157+C14826	https:\\www.genome.jp\dbget-bin\www_bget?map00591
CRKP_vs_KP_vs_Con	alpha-Linolenic acid metabolism	ko00592	2	4	158	562	MEDP2792*272;MEDN1416	C00157+C16326	https:\\www.genome.jp\dbget-bin\www_bget?map00592
CRKP_vs_KP_vs_Con	Retrograde endocannabinoid signaling	ko04723	1	4	158	562	MEDP2792*272	C00157	https:\\www.genome.jp\dbget-bin\www_bget?map04723
CRKP_vs_KP_vs_Con	Arginine biosynthesis	ko00220	2	9	158	562	MEDN0009;MEDN0046	C00049+C00064	https:\\www.genome.jp\dbget-bin\www_bget?map00220
CRKP_vs_KP_vs_Con	Alanine, aspartate and glutamate metabolism	ko00250	3	12	158	562	MEDN0009;MEDN0046;MEDN0201	C00049+C00064+C00042	https:\\www.genome.jp\dbget-bin\www_bget?map00250
CRKP_vs_KP_vs_Con	Glycine, serine and threonine metabolism	ko00260	5	13	158	562	MEDN0009;MEDN0018;MEDN0019;MEDN0065;MEDP0313	C00049+C00065+C00078+C01005+C00581	https:\\www.genome.jp\dbget-bin\www_bget?map00260
CRKP_vs_KP_vs_Con	Cysteine and methionine metabolism	ko00270	4	17	158	562	MEDN0009;MEDN0018;MEDN0065;MEDP0020	C00049+C00065+C01005+C00073	https:\\www.genome.jp\dbget-bin\www_bget?map00270
CRKP_vs_KP_vs_Con	Histidine metabolism	ko00340	3	8	158	562	MEDN0009;MEDN0012;MEDN1551	C00049+C00135+C02835	https:\\www.genome.jp\dbget-bin\www_bget?map00340
CRKP_vs_KP_vs_Con	Nicotinate and nicotinamide metabolism	ko00760	3	14	158	562	MEDN0009;MEDN0201;MEDP0242	C00049+C00042+C00153	https:\\www.genome.jp\dbget-bin\www_bget?map00760
CRKP_vs_KP_vs_Con	Carbon metabolism	ko01200	4	16	158	562	MEDN0009;MEDN0018;MEDN0065;MEDN0201	C00049+C00065+C01005+C00042	https:\\www.genome.jp\dbget-bin\www_bget?map01200
CRKP_vs_KP_vs_Con	Neuroactive ligand-receptor interaction	ko04080	8	20	158	562	MEDN0009;MEDN0208;MEDN0280;MEDN2393;MEDN2394;MEDP0184;MEDP0186;MEDP1795	C00049+C01598+C00245+C00681+C00681+C02465+C01829+C16512	https:\\www.genome.jp\dbget-bin\www_bget?map04080
CRKP_vs_KP_vs_Con	Sphingolipid metabolism	ko00600	2	3	158	562	MEDN0018;MEDP0871	C00065+C00836	https:\\www.genome.jp\dbget-bin\www_bget?map00600
CRKP_vs_KP_vs_Con	Glyoxylate and dicarboxylate metabolism	ko00630	5	11	158	562	MEDN0018;MEDN0046;MEDN0201;MEDN0297;MEDN0326	C00065+C00064+C00042+C01127+C00898	https:\\www.genome.jp\dbget-bin\www_bget?map00630
CRKP_vs_KP_vs_Con	Sulfur metabolism	ko00920	3	7	158	562	MEDN0018;MEDN0201;MEDN0280	C00065+C00042+C00245	https:\\www.genome.jp\dbget-bin\www_bget?map00920
CRKP_vs_KP_vs_Con	Sphingolipid signaling pathway	ko04071	2	3	158	562	MEDN0018;MEDP0871	C00065+C00836	https:\\www.genome.jp\dbget-bin\www_bget?map04071
CRKP_vs_KP_vs_Con	Tryptophan metabolism	ko00380	4	13	158	562	MEDN0019;MEDN0208;MEDN0337;MEDP1127	C00078+C01598+C05642+C00637	https:\\www.genome.jp\dbget-bin\www_bget?map00380
CRKP_vs_KP_vs_Con	Phenylalanine, tyrosine and tryptophan biosynthesis	ko00400	1	6	158	562	MEDN0019	C00078	https:\\www.genome.jp\dbget-bin\www_bget?map00400
CRKP_vs_KP_vs_Con	Serotonergic synapse	ko04726	1	6	158	562	MEDN0019	C00078	https:\\www.genome.jp\dbget-bin\www_bget?map04726
CRKP_vs_KP_vs_Con	African trypanosomiasis	ko05143	1	1	158	562	MEDN0019	C00078	https:\\www.genome.jp\dbget-bin\www_bget?map05143
