protein_group	protein_names	genes	description	Con1	Con2	Con3	Con4	Con5	Con6	Con7	Con8	Con9	Con10	Con11	Con12	Con13	Con14	Con15	KP1	KP2	KP3	KP4	KP5	KP6	KP7	KP8	KP9	KP10	KP11	KP12	KP13	KP14	KP15	CRKP1	CRKP2	CRKP3	CRKP4	CRKP5	CRKP6	CRKP7	CRKP8	CRKP9	CRKP10	CRKP11	CRKP12	CRKP13	CRKP14	CRKP15	QC_pool1	QC_pool2	QC_pool3
P16233	LIPP_HUMAN	PNLIP	Pancreatic triacylglycerol lipase	2148.24		22119.2	7149.75	5435.31	8191.26	6743.82		24622.0	8428.47	16293.0	7563.11	6927.14	8884.29	6654.02	6685.64	10736.3	10755.4	79951.6	5100.29		40754.0	8596.08	3485.48	42257.0	6969.4			13552.8	30742.9	6615.16		6758.87		5208.83	4581.38	7171.13		11848.1	7328.78				8972.48	10250.3		5819.4	5436.95
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase			12967.6			7058.35		4803.29	6478.78									2876.43	5972.2		3891.37		3504.42				4267.38			6348.2															4114.88		3829.46	4559.95
P16401	H15_HUMAN	H1-5	Histone H1.5				2376.83		2825.26		1112.6		6520.69	854.281								2101.63					1915.17						1584.73	2017.83			28545.5					3856.7					2405.22		3531.12	3168.82	2756.22
P16671	CD36_HUMAN	CD36	Platelet glycoprotein 4	12337.1	22850.9	5674.14	17635.3	10317.4	21045.9		8350.14	6391.52				5084.37													11853.0	5508.89			16758.7												10043.5		9882.93	9293.84			
P16871	IL7RA_HUMAN	IL7R	Interleukin-7 receptor subunit alpha	7733.02	13832.9	5960.21	14651.1	9478.35	5324.45	9297.66	5048.12	4514.75		2556.12	7662.64		5685.17	3943.4		3937.41	4777.35	6368.99	13802.8			5413.76	2492.59	9344.36	6527.6	6341.71		3720.43	3619.52	4979.29	2195.94		7678.71	5877.2	4828.01	6005.27	6586.22	4934.59	2318.73	5959.86	9892.72		9431.38	8831.3	5653.28	5483.15	7584.61
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	8147.45	6792.73	9575.52	7663.38	3762.61	11698.3	11208.9	12642.9	15100.5	15565.6	17310.9	14666.9	55946.2	24491.0	6084.38	16012.9	16949.3	10240.7	15475.5	18544.5	6138.48	42123.4	4299.8	2228.5	17540.9	11901.7	5500.66	33139.3	14008.5	12777.3	7309.18	9676.64	8154.5	18626.3	32622.4	25294.8	4642.63	6405.65	13351.3	33290.7	6550.78	17096.7	8346.23	14486.4	18143.4	15235.7	17525.5	17808.8
P17213	BPI_HUMAN	BPI	Bactericidal permeability-increasing protein	3403.95	3953.08	2179.23	2670.81		5617.64				5086.73									11816.1							3724.9					18476.8			64004.1			8254.17		5635.4	8467.57		3992.92		5030.25	8715.19	8784.01	6913.65	8235.62
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	4239.15	4254.1	3660.56	3211.92	9182.31	4407.15	2172.33	6644.48	2483.74	3467.99		2808.76	2295.0	2139.97		2047.84	2819.96	2215.98	3229.82	1693.56	2931.51		2272.15		1429.51	3561.67	2306.64			2242.79	2261.41		1516.17	2912.58			1911.09			1365.27		1559.79		1752.35		1150.59	2131.36	1329.03
P17405	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase	3421.8	5417.52		3229.35	8401.24	4226.17	7339.31		3976.03		3981.0	7130.8		3482.18	5221.78				3894.37	6362.03	8870.92		7280.65	10916.0			4329.11		5754.57	5281.1		8890.56	4048.39	3176.57					1964.19	2512.82		5084.43	3467.46	5347.51	6506.64	3258.5		4147.47
P17538;Q6GPI1	CTRB1_HUMAN;CTRB2_HUMAN	CTRB1;CTRB2	Chymotrypsinogen B			64474.0			18324.0	19416.1		61868.6		14703.8		29095.1	21023.8	4450.9	4821.02	17647.0		71032.4	7119.97	3248.22	26882.8		9623.52	32671.3	6789.41				25679.6	26204.4		6824.08	2479.62					21276.3	11260.4				6511.77	4559.45		4476.68	
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	19298.2	16201.8	6969.01	17747.9	28245.0	10352.9	15301.4	9385.94	8360.07	10585.0	5814.05	11876.8	12385.6	25419.1	14298.5	7192.54	9689.49	10124.6	17108.8	22613.9	24161.7	7565.75	31307.8	16036.2	7075.93	13218.1	38210.0	11542.8	14495.8	23686.7	21555.2	17117.8	10979.1	35692.6		11619.6	9421.36	10728.0	33276.7	36464.7	10588.3	16398.7	17349.7	17902.1	19570.2	19310.4	21213.5	17303.1
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	8496.46			6004.51		5776.81																																										
P17813	EGLN_HUMAN	ENG	Endoglin	3489.45	5274.48	9037.32	4800.12	12496.1	5240.66	3412.4	7981.55	14567.8			3807.4			6662.29	6434.92		2067.51					5543.8	6351.51		2027.1	7526.14		3338.67	3376.86			4526.95				3063.13	8009.75		6767.13	6022.19	8033.46	2940.19	7267.45	10878.7	4055.31	4348.17	5176.67
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	8000.86	15642.3		3255.0																																												
P17927	CR1_HUMAN	CR1	Complement receptor type 1		962.829	2197.75	1142.96	2645.05	2814.8	4917.23	4343.26	2262.58	2655.42		7288.7			4954.43	2646.91	1036.81		3074.9	2379.14		6719.99	1662.4	3721.06	8609.63	1634.52	3778.84	4497.18	4427.34	5658.74			5076.89	7324.35	4012.83	2840.15	4273.5	6520.64	5796.72		6240.64	5495.08	1519.06	5460.44	4879.52	4710.0	3425.04	5810.43
P17931	LEG3_HUMAN	LGALS3	Galectin-3	32289.8	35168.0	23650.3	32619.7	49166.1	27131.9	26171.1	21504.5	27131.0	27108.3	28027.2	20999.8	62214.8	27563.1	32738.3	26149.7	24882.9	24042.7	21424.3	38738.1	39648.9	43271.0	44747.1	25616.9	15385.9	36385.5	25115.5	18262.2	22314.3	27303.6	29637.4	16334.5	32973.9	66517.7	21970.8	18049.3	32974.4	32416.9	19528.5	22756.0	30855.8	26403.7	17563.9	29650.7	29301.6	26804.9	24509.0	25542.2
P17936	IBP3_HUMAN	IGFBP3	Insulin-like growth factor-binding protein 3	99857.2	96656.2	116164.0	109101.0	163457.0	174749.0	70276.8	134747.0	145983.0	82221.3	135811.0	65286.2	204280.0	76478.9	152362.0	137038.0	127806.0	134504.0	72728.6	59082.7	177847.0	120901.0	66211.7	59602.3	158833.0	46882.4	34535.7	62716.3	72325.5	35910.5	76251.8	131729.0	87433.4	25302.0	60524.0	57359.1	129206.0	133257.0	42377.7	52064.0	148750.0	84075.7	136387.0	96131.5	86503.9	85561.1	86213.5	83760.8
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	4531.56	7268.73		3290.05	1707.59		3742.76									2423.24			4269.51					2321.77		5175.89	5480.35							8800.18	4382.4		10711.8							2893.83				3296.44
P18065	IBP2_HUMAN	IGFBP2	Insulin-like growth factor-binding protein 2					8267.55																	9126.28	55181.7	32691.3						12280.0			38203.9	64753.6			116244.0	32377.2	16619.6	11308.7	33554.3						13642.8	7845.34
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	40624.2	49278.0	9430.59	46777.2	15191.1	41697.6	5398.31	19599.3	7498.09	4142.54		6001.01		9958.99	3088.42	9879.65		2778.53	40323.7	7934.2			6840.0	18394.6	6554.41	36632.6	13832.4	4283.91	15143.9	56449.2	11776.3	4916.13	7079.94	22841.2	5704.57	11527.9	36698.0	6093.97	18576.9	11539.2	4163.41	44956.3	6737.0	30247.0	30226.9	12204.7	13608.7	14863.2
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	3208.66	4049.13	3691.02	4091.51	2388.12	3809.05			2829.62															1111.34										4821.22														
P18206	VINC_HUMAN	VCL	Vinculin	75006.6	68882.6	21559.6	67488.1	41966.0	33975.0	17846.9	36661.8	24149.9	16706.4	24319.1	18612.5	30393.1	49343.0	13610.5	14910.6	8950.54	12703.0	63595.5	24982.6	27053.1	20150.8	22196.1	34116.5	15462.4	60878.9	23344.1	26560.9	14164.5	52426.4	50968.0	8105.96	24814.6	48121.6	21259.7	20140.6	31509.9	19489.8	59407.8	55793.6	20171.6	33507.0	10320.1	36299.1	31581.2	26811.0	27887.1	26317.3
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	413506.0	378376.0	272648.0	396981.0	175317.0	219412.0	418085.0	319661.0	255037.0	636601.0	1632420.0	582999.0	510583.0	598326.0	537312.0	345227.0	852056.0	791064.0	1133240.0	828942.0	2374500.0	2257360.0	1007470.0	741364.0	950729.0	1201760.0	1658440.0	2146770.0	2048110.0	702795.0	1915850.0	1698300.0	1041570.0	1463100.0	2095100.0	2012040.0	1681440.0	1460120.0	2876620.0	2271830.0	1681620.0	687165.0	1507530.0	746060.0	783957.0	1428870.0	1384770.0	1642600.0
P18510	IL1RA_HUMAN	IL1RN	Interleukin-1 receptor antagonist protein																			1594.36					3440.24	3361.34		3153.39			3182.55	31709.6				1898.24		3736.38							3063.94	6445.61	2753.71		3284.91
P18827	SDC1_HUMAN	SDC1	Syndecan-1	150192.0	143448.0	223934.0	162704.0	640911.0	164297.0	191683.0	110247.0	189558.0	165639.0	141007.0	253684.0	235916.0	219125.0	968633.0	528387.0	77076.1	93328.8	807765.0	146961.0	62659.1	1293530.0	216671.0	177106.0	690618.0	1492420.0	325805.0	392450.0	851424.0	298308.0	2521560.0	149905.0	876526.0	2069910.0	955559.0	1152210.0	182841.0	335330.0	922400.0	550609.0	357810.0	274662.0	122836.0	351729.0	345965.0	749585.0	744579.0	771331.0
P19013	K2C4_HUMAN	KRT4	Keratin, type II cytoskeletal 4		734787.0		825471.0	763630.0				157088.0		15758.4		726469.0	273677.0	162954.0	376869.0		138153.0	50185.1	99274.2		806833.0		942566.0	443168.0		83731.7		828596.0	956699.0		112466.0	651263.0	403144.0	645383.0	615970.0	1154560.0	501828.0	1068800.0		710920.0	751051.0	1719760.0	819090.0	44042.1			
P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase	29007.2	30444.6	52424.3	35042.3	160957.0	54332.1	53071.7	56570.2	48713.8	56991.6	53043.5	63683.0	29284.4	46484.2	62604.5	47007.6	51142.8	47422.4	46717.4	59824.6	37677.0	70022.0	163123.0	24855.6	46767.8	73745.5	40110.1	55395.0	60207.6	41095.8	40359.2	53511.1	40166.1	30434.5	46525.1	50130.4	55830.8	87573.7	30462.4	32637.5	89289.4	41988.5	55939.1	47974.3	46199.2	51524.6	52447.7	51553.9
P19022	CADH2_HUMAN	CDH2	Cadherin-2				4756.4	19150.8								14600.7								13628.3	5557.0	5465.41	5608.25		4767.86			10679.2	11589.5	12065.7		8581.17	23005.3		3751.0	15075.8	9002.25	5741.84	6059.3	10842.4		5173.42	5241.75		6523.76	5986.41	8890.46
P19320	VCAM1_HUMAN	VCAM1	Vascular cell adhesion protein 1	33924.0	34177.7	43990.0	32907.9	52923.1	38371.5	44691.6	29543.2	46403.1	32596.7	35710.5	47072.0	38149.9	31114.4	52826.4	38658.4	21728.5	21221.0	51842.9	40014.1	58629.7	53281.1	43995.6	41190.3	152643.0	59078.1	123921.0	37181.2	49635.7	98126.4	39987.3	25106.8	64250.9	68232.5	58647.8	61086.6	85468.4	109227.0	66489.0	70616.5	104020.0	79331.9	21316.4	79127.6	84031.3	66188.6	65972.1	66894.4
P19338	NUCL_HUMAN	NCL	Nucleolin	4147.26	4390.05		5708.57	4056.44	3651.32	5543.17	3541.35	5425.69	3043.21				3226.34					3493.28					3928.18		3156.95	3494.8		4271.19	4220.29	10412.9			36310.9	2358.23	5091.53	4547.84	5353.85	5834.18		2001.73	4772.81			1099.97	3267.63	5223.63	4127.22
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	1040920.0	999550.0	927808.0	1021900.0	1758350.0	1214580.0	1525860.0	1591300.0	1061900.0	1920810.0	2091040.0	1835000.0	3624560.0	2041800.0	1243870.0	2042160.0	1568830.0	1623670.0	2203580.0	1245820.0	4389630.0	6011610.0	1082510.0	1051510.0	1601410.0	1433830.0	767170.0	4512750.0	3612340.0	1233570.0	1601220.0	1653130.0	2732680.0	2172190.0	3627480.0	3513100.0	1386860.0	1821570.0	1251630.0	2297760.0	1880120.0	809053.0	1603560.0	775231.0	943419.0	2455840.0	2782880.0	2582570.0
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	9724030.0	11086800.0	10245800.0	10790500.0	7807120.0	11569100.0	7818680.0	7960840.0	9133670.0	8738360.0	6835660.0	6293390.0	9916410.0	8218320.0	10076600.0	10412300.0	9536260.0	10966000.0	6616030.0	4611140.0	6806780.0	5934670.0	4731200.0	10112300.0	8425720.0	9659600.0	7382890.0	5506390.0	6045500.0	6764260.0	4725590.0	7637170.0	8590920.0	5316040.0	6325060.0	6486040.0	4511520.0	6577290.0	4835880.0	6163380.0	6058260.0	10355100.0	7670700.0	9960900.0	9667380.0	5648940.0	5646130.0	5369740.0
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	8000040.0	8426540.0	8148800.0	8148830.0	5906840.0	8650060.0	6473760.0	7437380.0	7984320.0	7978040.0	5396950.0	6460050.0	8016150.0	7225530.0	7710910.0	8055840.0	8798740.0	8659240.0	6058880.0	4285970.0	5014460.0	5021370.0	3756610.0	7995440.0	6570130.0	6113210.0	5110280.0	5289640.0	5413680.0	5679770.0	4409400.0	6525200.0	7558740.0	4575320.0	6202950.0	6002350.0	3434610.0	5427650.0	3353930.0	5856550.0	5381820.0	6669060.0	6529880.0	6458920.0	6565480.0	4797440.0	4914770.0	4867100.0
P19883	FST_HUMAN	FST	Follistatin					3643.08		6039.17					7390.05			5289.84		5487.35	4656.49	4257.77			4521.7	10167.8	5756.35			2845.89			2983.12		9187.82		15687.9					9994.49	4975.67				6581.84	6729.45	8810.96	9686.99	6040.6
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	12275.1	13134.0	5146.35	11665.1	5910.22	6958.74	8049.46	5738.62	11782.2	6931.62	4982.02	8066.38	9512.97	9263.53		8585.9		3395.55	7919.69	23967.9	8464.66	15424.9	11444.2	7303.39	10591.6	10886.7	61334.1	4656.53	12441.1	8427.46	5789.76	6551.03		20907.5	8629.38	10202.6	7849.13	14361.7	15518.6	6998.93	13689.4	11821.6	7822.41	11332.3	9588.6	8127.41	9490.76	8975.07
P20023	CR2_HUMAN	CR2	Complement receptor type 2	3817.46	3388.61	10047.5	5144.7	10289.0	12598.4	5119.38	7504.68	11100.6	3690.97	2903.72	4194.56	21341.3	6199.73	5433.11	4791.49	7147.58	9168.93	1190.64			4746.51			5539.96					5027.02								4110.83		3233.45	4411.21	30917.8		34877.3	37771.8			
P20062	TCO2_HUMAN	TCN2	Transcobalamin-2	12991.8	14723.3	12259.9	13860.7	9085.69	16146.8	7565.6	8382.42	12114.5	6140.12	14241.4	9512.44	7945.02	10197.6	11816.5	8576.04	9494.84	10334.8	11464.9	41330.1	14984.5	15881.5	28951.3	23373.9	12307.2	16796.6	24891.5	7448.36	16167.2	21897.1	18121.2	19047.8	24269.9	12414.9	11880.2	11487.4	9811.28	28387.6	10440.5	15041.3	21464.8	8239.18	14846.0	11319.3	10559.0	11935.0	12401.8	14213.7
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	10105.1	7286.33	4046.53	7232.06	6041.15	18367.5	5145.12	6621.2	4430.34					6218.04					14888.0	2724.22			2987.19	6714.72		7594.64	4783.62			6804.67	5441.61	4129.07		2864.01	2857.88		10443.3		3559.65		4038.27	9117.29	3383.11	13103.5	10365.9	4404.4	4878.68	2808.47
P20160	CAP7_HUMAN	AZU1	Azurocidin	32634.5	37556.1		30769.4		22546.1		7793.76			10248.7			12325.0					101212.0					8176.98	27433.8	34537.9	8745.63	13195.0		54901.2	219696.0			435285.0			23931.2	14197.3	142549.0	33095.0		27313.5		26534.6	31531.6	44075.4	46788.7	48054.0
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	2088.36			3731.65		4386.69																				2707.34				7868.25												3751.69						
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	53584.2	52268.2	33787.9	53748.3	69107.5	26138.1	62286.0	32302.6	27889.1	48421.1	48315.2	61315.4	40264.6	67207.9	39290.4	53154.4	36267.0	33199.1	70928.8	198081.0	20223.6	113687.0	120760.0	47973.2	80083.6	127016.0	176646.0	55207.2	58801.2	105848.0	248013.0	44956.8	60494.1	116783.0	50794.8	49589.9	101479.0	80142.4	114732.0	175506.0	93935.5	32467.2	37742.2	40101.5	34123.6	71312.2	74001.0	84409.1
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1									13979.4														15411.5										9272.66	41098.3				46925.8	24022.9		74444.7			14415.0		15066.1	20074.4	
P20701	ITAL_HUMAN	ITGAL	Integrin alpha-L	39411.8	40161.7		41699.6	35999.0	22428.0	66483.7		36804.7	10702.7	23963.5	58838.6	5258.88	29528.1	41525.7	53943.9		58570.3	87791.5	153373.0		30411.7	81260.2	80280.0	41369.8	44721.7	48249.1	90172.2	78235.2	22027.8	101950.0		80383.0		115566.0		65004.4	57369.5	75618.2	80850.3	48234.4	29285.2	113129.0	31132.4	28014.1	56791.1		60713.3
P20742	PZP_HUMAN	PZP	Pregnancy zone protein	299883.0	297173.0	90913.2	310884.0	19436.5	185845.0	106042.0	9570.56	97658.9	38936.1	10186.2	106844.0	32016.0	44104.3	68319.4	71282.7	123614.0	124487.0	42637.3	22175.3	67397.8	155347.0	102594.0	54360.0	24594.5	5365.41	28307.7	5492.6	78858.2	27810.5	38794.6	180423.0	156558.0	20453.9	44397.4	43820.5	17812.6	11757.7	105538.0	106698.0	12813.8	135562.0	170831.0	142749.0	140928.0	82909.9	93439.4	90377.5
P20774	MIME_HUMAN	OGN	Mimecan	35787.5	39884.5	28314.7	34677.0	133400.0	23031.4	30824.8	19784.6	33439.9	25610.1	34299.7	28406.3	34207.7	20782.1	35565.2	33394.7	30787.9	24413.4	33646.4	45728.4	39008.4	27267.3	91072.7	42850.6	23309.8	50904.0	58930.4	22835.0	47960.4	81222.1	43754.3	57215.1	37899.6	81699.4	29962.9	30548.5	60839.0	73455.5	45312.0	47606.1	83866.8	47546.0	48718.0	52888.4	56368.9	39726.3	38807.3	39789.4
P20851	C4BPB_HUMAN	C4BPB	C4b-binding protein beta chain	181267.0	205717.0	257130.0	217804.0	260363.0	215084.0	370975.0	277676.0	256364.0	229073.0	386421.0	261542.0	319520.0	269058.0	264797.0	360367.0	512469.0	472800.0	353217.0	229178.0	405077.0	288190.0	217491.0	237974.0	177062.0	165680.0	175936.0	283308.0	199925.0	151631.0	271731.0	181553.0	109971.0	208119.0	200426.0	198748.0	245308.0	235137.0	285892.0	286701.0	190952.0	224456.0	160637.0	207386.0	178170.0	138913.0	125163.0	162973.0
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain					7645.51		2111.6								3081.6			4069.77	4668.2	3196.05		4154.27	5209.24	2879.2	6187.7	11368.0	4177.97	4102.09	3386.68	18856.3				19265.6		5921.44	5370.6		8326.55		3709.6	10013.7		8738.24	11434.9	3612.87	6721.72	5400.95
P21333	FLNA_HUMAN	FLNA	Filamin-A	199894.0	198486.0	95097.7	185422.0	190513.0	223118.0	50731.0	209307.0	101810.0	44216.9	50905.2	54489.1	97856.0	165793.0	55388.9	40807.1	48335.2	49102.2	278800.0	29971.9		25091.4	33107.0	119779.0	63023.6	217051.0	44253.1	83427.2	22442.5	266952.0	76234.0	16652.6	50453.0	103215.0	31251.9	29763.2	156553.0	55076.0	123044.0	54762.5	55993.4	193076.0	11890.7	228709.0	206060.0	87819.2	84623.9	86053.1
P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	3474.18	4218.2	1015.71	3682.92	5042.69	2153.25	5616.41	2798.17	1298.72		3581.55	4438.06		6399.18	13026.6	2081.29	8717.86	6421.77	7197.28	46086.2		10418.3	3462.4		7430.26	8156.66	4223.89	3522.81	4041.17	7447.63	5315.5	1123.8		3515.44	5330.77	3506.23		1014.37	8706.89	14085.4		8087.11	2105.97	6833.7	9870.89	5167.87	5450.03	5144.98
P21549	AGT1_HUMAN	AGXT	Alanine--glyoxylate aminotransferase							7314.12					11752.4		4008.77			9154.1	9686.05	10543.2	124530.0		14285.2				15730.5	4199.88		9330.26	10600.0					7322.92	8123.51				9757.7		14456.4		13522.5	12455.9	8606.34		6271.87
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase		2806.91		2261.5		1754.46									5594.99		2834.42	3241.33			1854.17	4238.6						4063.06	1566.34	8543.54	3538.08			7874.28				1453.37		1491.5	4020.11	8357.09		7523.53	5429.36	3181.98	3362.67	4974.19
P21695	GPDA_HUMAN	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic					4425.64	2966.05	7641.28	2122.49	2340.84			7404.46				4804.88	7076.81	6267.98		26762.3					6993.87	3422.56	7223.07			4569.63										10251.8		9244.12		4807.36	10967.4	7042.2	4579.46	4496.12
P21709	EPHA1_HUMAN	EPHA1	Ephrin type-A receptor 1			2178.1											5607.12			2631.03	1619.56	5432.44	6428.49	6300.21		2966.6			4157.0	1596.82		8329.59	3495.53	3459.22		3596.01	3579.77	6801.35			2878.61	7247.31		1884.95	788.891	3589.81					9108.97
P21810	PGS1_HUMAN	BGN	Biglycan	11984.4	14586.1	20620.6	16098.9	12105.2	19980.8	15230.2	15043.2	19986.3	13625.7	13301.5	22281.6	10184.6	13661.0	21298.0	11386.0	11673.8	12523.1	38721.3	12400.7	20603.3	13856.6	12913.0	12215.6	22246.6	49530.8	23788.7	23602.6	18291.6	37729.9	55085.6	11299.7	13345.1	71239.5	25275.6	25169.3	10573.5	17488.7	15801.6	17735.8	15351.0	22810.0	9801.59	31747.7	24077.8	24716.9	21282.4	21949.3
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	13868.0	15878.8	3158.99	13433.2	4912.26	24424.5	4379.88	10912.0	2525.53	5603.96		2604.89			2552.2		2540.11		5784.94				7683.48	4827.1	5775.77	9286.68	10130.7	3596.31	2592.26	12571.0	7528.54		4896.95	10257.2	3078.48	3983.51	8175.66	7042.91	5106.25	7885.78	4766.82	12181.3	2404.53	5259.91	5212.56	7579.16	5014.13	5030.65
P22105	TENX_HUMAN	TNXB	Tenascin-X	171652.0	175474.0	167149.0	182173.0	308442.0	193889.0	347482.0	144878.0	189846.0	134451.0	174384.0	351740.0	134065.0	176339.0	103424.0	133630.0	147766.0	162080.0	132216.0	343073.0	121396.0	134533.0	171292.0	252229.0	193682.0	231494.0	219246.0	97727.8	153324.0	171260.0	134131.0	172107.0	136276.0	85665.3	160573.0	153824.0	180888.0	191922.0	282394.0	203212.0	193318.0	220537.0	169080.0	256421.0	238607.0	158708.0	159079.0	164569.0
P22223	CADH3_HUMAN	CDH3	Cadherin-3	5761.67	7855.2	4940.17	7629.68	24966.2	6457.07	5634.81	2958.06	9095.46		5304.75	5997.1	6071.09	3557.01	6431.71	10714.9	3459.15	12770.4	8561.52	7691.41	17694.6	9211.68	6912.23	8807.56	19310.0	14588.6	9412.83		14341.9	23121.2	7206.4	7679.45	13497.5	53067.3	16101.8	13145.9	21777.9	47389.0	41840.9	10456.1	47477.8	10647.9	10371.1	11969.9	12006.5	20679.6	20160.1	21882.0
P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2																				58672.2																												
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	17489.6	14530.0	5205.84	14659.4	9148.05	8976.01			4603.87	4810.82	2498.18	1935.87		5170.58				5720.67	5727.62	8306.2		2903.98	3652.04	4087.57		5903.2	9390.13					6292.36	10773.5	15681.3	5055.28	6604.01	15415.5	5943.23	5889.58	6054.81	4453.42	4788.67	5572.82	4318.54	4326.29	5500.5	6522.6	6340.77
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	530361.0	548146.0	419914.0	542902.0	162409.0	330776.0	428918.0	614357.0	381815.0	881010.0	585845.0	428128.0	435343.0	498967.0	335649.0	511601.0	626475.0	707100.0	525637.0	286901.0	544250.0	614004.0	482198.0	886149.0	398983.0	429577.0	912401.0	1341910.0	483113.0	449735.0	383110.0	505021.0	391144.0	469926.0	431645.0	428037.0	182720.0	360287.0	455281.0	301189.0	372246.0	392072.0	514783.0	379887.0	383204.0	509606.0	483381.0	478576.0
P22455	FGFR4_HUMAN	FGFR4	Fibroblast growth factor receptor 4	2761.14	3091.8		2654.5		2207.36			2278.0			2701.59	9195.72		1779.11	3145.3		1377.5				3292.09	5111.44				3609.74		3814.47			2432.92	2977.94					2866.21	3093.66		4532.42				2901.3	2147.56		2354.29
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	15791.6	19512.2	14385.9	12875.0	11949.2	12007.1	13060.0	14960.6	12559.3	7464.38	10308.2	6076.64			4759.59		3398.85	3918.67	13352.3	2899.69	4008.71		2551.97	9990.22	9490.76	1992.0	6327.9			12087.8	12023.8		4641.7	37672.2			10721.4	4292.61	11532.6	5807.62		7604.4			10684.9	5608.04	10306.0	8850.27
P22735	TGM1_HUMAN	TGM1	Protein-glutamine gamma-glutamyltransferase K	5164.14	4376.63	9068.29		4054.41	3394.16	4285.4	8519.35	9095.19	6028.39	8200.24	4027.93	12633.8	9865.68	4775.69	12095.8	6907.01	10887.1	9695.08	11485.1	5535.73	5864.76	3324.36	7154.18	7794.12			2876.31		8654.17	9625.72		3543.26	2689.0	2780.26		11538.0	3391.88	4971.56	8472.26	4698.06		10647.0	10503.3	8986.42	7779.24	7257.09	6924.37
P22792	CPN2_HUMAN	CPN2	Carboxypeptidase N subunit 2	2004030.0	2160360.0	1729220.0	2043350.0	1129420.0	1660870.0	2176440.0	1787890.0	1721480.0	1423800.0	2027590.0	2419760.0	1399700.0	1316010.0	1559680.0	1679370.0	2048020.0	2017410.0	1585530.0	1854310.0	2048860.0	1443540.0	1807360.0	2235670.0	1696370.0	961277.0	1669900.0	1735080.0	2200400.0	1097970.0	1710650.0	2246720.0	1268340.0	1451500.0	1543240.0	1564410.0	1037940.0	968193.0	1406200.0	1737300.0	993749.0	1061630.0	2231320.0	1042310.0	1043520.0	1336670.0	1304040.0	1361610.0
P22891	PROZ_HUMAN	PROZ	Vitamin K-dependent protein Z	2405530.0	2557030.0	981856.0	2796690.0	928790.0	1756280.0	1688670.0	1586100.0	723245.0	2344760.0	1896890.0	1800300.0	919265.0	2315570.0	1738180.0	1197370.0	1795150.0	1971190.0	681710.0	1203960.0	1536500.0	1263830.0	1417610.0	2414310.0	2882910.0	1377860.0	980191.0	2578530.0	1841990.0	957284.0	1906590.0	744511.0	1764540.0	919727.0	1561090.0	1723250.0	1008720.0	1194560.0	1122770.0	1489390.0	1163080.0	1033600.0	972197.0	1217780.0	1099040.0	1217680.0	1249350.0	1181530.0
P22894	MMP8_HUMAN	MMP8	Neutrophil collagenase														2402.39					2967.68					7226.23	3398.11	1670.72					5413.47								3358.79	2099.61					1492.77	2775.29	2349.73	2316.65
P22897	MRC1_HUMAN	MRC1	Macrophage mannose receptor 1	42792.9	41790.6	29629.1	40399.5	53808.2	32312.5	44992.6	21123.2	31488.4	33500.4	29140.6	42442.9	39014.2	37218.0	58928.3	37915.6	31619.4	36126.3	61307.1	125379.0	106421.0	115785.0	87402.4	87766.6	99705.4	151884.0	311606.0	41089.8	135116.0	158389.0	74939.5	104465.0	149314.0	310390.0	66019.5	68901.9	97808.7	77703.7	132276.0	74307.7	80198.3	78374.2	97576.7	80521.5	76632.1	84835.9	98570.7	93122.5
