protein_group	protein_names	genes	description	Con1	Con2	Con3	Con4	Con5	Con6	Con7	Con8	Con9	Con10	Con11	Con12	Con13	Con14	Con15	KP1	KP2	KP3	KP4	KP5	KP6	KP7	KP8	KP9	KP10	KP11	KP12	KP13	KP14	KP15	CRKP1	CRKP2	CRKP3	CRKP4	CRKP5	CRKP6	CRKP7	CRKP8	CRKP9	CRKP10	CRKP11	CRKP12	CRKP13	CRKP14	CRKP15	QC_pool1	QC_pool2	QC_pool3
Q7Z7M8	B3GN8_HUMAN	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	20275.7	20212.5	15211.0	17618.4	7663.47	15767.8	15272.1	9312.42	15855.1	7353.11	6103.76	15547.8	9238.86	5020.89	10863.4	7525.12	7241.63	9933.82	9127.64	11186.8	16417.5	7113.72	13728.6	9283.59	17133.4	17062.4	19678.1	5635.81	12933.4	13162.4	3971.67	15616.9	9172.33	14138.7	9187.56	9590.12	11345.7	18396.4	17903.7	6373.97	16074.7	22075.2	15048.6	16939.3	15204.0	8904.57	9659.32	8826.26
Q86SF2	GALT7_HUMAN	GALNT7	N-acetylgalactosaminyltransferase 7	2711.56	3125.91	2431.89	3323.97	2549.11	3818.46	1908.86		1901.35						1750.99			2412.7	2602.53	5328.44			3718.49	1968.14		3849.55	5818.06		1745.66	3441.55	2882.26	3275.94	2141.81	2679.85	2932.76	2936.58	2642.27	3410.31	4067.64	3761.97	2975.7	5392.96	3005.2	4405.07	3412.87	2082.28	2868.84	
Q86SQ4	AGRG6_HUMAN	ADGRG6	Adhesion G-protein coupled receptor G6	21652.6	24077.6	26775.8	19558.2	22886.3	22655.7	30065.9	32321.2	29147.1	29831.5	19061.7	30370.3	50611.9	21411.1	31908.8	21132.6	48300.6	40483.3	36313.4	27686.5	23601.5	57290.3	30312.3	18519.4	31522.4	23906.7	21286.2	21654.6	28871.8	31539.0	27050.1	17643.3	27991.8	15287.7	34418.3	31923.6	17694.0	10894.9	27255.0	32048.1	9402.93	28298.5	14749.3	36473.8	35480.6	25697.3	28744.4	23761.0
Q86TH1	ATL2_HUMAN	ADAMTSL2	ADAMTS-like protein 2	6939.06	6756.28	6058.85	5811.29	14650.7	14319.8	12182.1	5865.0	5869.01	10080.0	20829.0	11094.6	8486.29	13900.0	12287.8	8791.39	7547.14	7285.64	9785.65	38029.2	11911.0	15654.0	22242.1	13237.3	14947.4	15841.6	19109.9	9606.35	13563.9	17404.6	9988.84	14820.1	17953.4	8387.37	6190.16	7238.08	12075.7	13629.4	11294.9	15638.0	11931.5	15362.0	12139.0	15197.1	14900.7	12861.9	11478.3	13635.7
Q86TP1	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1	12246.8	12259.0		12435.9																																	5406.94		1193.83									
Q86U17	SPA11_HUMAN	SERPINA11	Serpin A11	19193.9	16822.6	12063.1	17123.2	17522.5	17834.1	7353.61	4072.57	14823.2	3820.85		13680.0		13148.0	20572.6	9304.81	11421.8	14221.3	11825.2	16551.8	23605.6	3864.32	26982.0	22901.9	6334.7	21084.6	17184.4	19135.5	23307.7	15327.8	11560.5	28381.9	14287.9	11857.8	14196.6	12888.5	22785.1	11604.9	27949.8	31086.0	14738.3	11785.8	27492.4	15621.1	15592.1	17506.8	16465.1	18027.3
Q86UD1	OAF_HUMAN	OAF	Out at first protein homolog	65351.2	63705.4	33873.9	63361.3	65179.5	60114.9	54271.3	28484.5	40107.0	16301.5	65365.8	52444.2	26563.0	24759.5	61707.2	37611.7	34371.6	50832.2	73442.1	92132.8	37295.6	109660.0	90828.4	75531.5	46108.7	100460.0	82183.7	53135.1	132252.0	103100.0	105672.0	67344.1	117011.0	65396.4	91025.4	108405.0	68393.2	75489.5	84299.2	79693.9	73056.9	63925.4	67547.0	69855.6	61859.5	57310.6	54472.0	60692.6
Q86UN3	R4RL2_HUMAN	RTN4RL2	Reticulon-4 receptor-like 2			2141.11		4363.11	4123.75	4282.66	5506.17	3924.92	5359.66	6450.44	3155.73	12367.9	4216.55	6968.17	5452.33	2614.34	5890.37	8349.87	5693.29		10457.1	6095.68	3043.67	8802.46	3158.41		5871.73	6304.49	4729.45	6039.58	5433.68	3955.78	2449.38	4038.32	6783.3	8333.08	2815.74	2563.04	3309.54		6429.82	4318.51	7157.8	7424.77	4294.63	5336.9	
Q86UX2	ITIH5_HUMAN	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5	5308.12	4730.04	2041.45	5032.28	6879.31		4007.91	5668.21	1677.8	4356.33		6108.53		4442.59	3542.5		5512.74	4849.39	7168.11	3728.4		2172.62	7429.43	2966.13	3813.87	5415.2	5940.48		3707.61	4807.79	10815.6			4652.26	2858.31		3289.53	3824.52	2976.41	2634.4	3554.08		3947.17	5314.3	4459.12	3452.49		3326.3
Q86UX7	URP2_HUMAN	FERMT3	Fermitin family homolog 3	199176.0	199768.0	57768.3	192560.0	106728.0	120115.0	27882.7	112251.0	69067.7	19631.8	44120.6	35336.4	39763.1	58012.8	28256.2	20056.2	18226.8	23079.3	155051.0	9186.72		17215.5		41087.4	37827.9	109764.0	30722.6	38106.2	19708.0	141556.0	35562.6	9731.38	19339.5	61141.6	28956.3	22516.4	86665.0	27789.6	51763.2	35131.6	25718.1	89437.0		114281.0	108562.0	43467.1	39316.6	41845.9
Q86VB7	C163A_HUMAN	CD163	Scavenger receptor cysteine-rich type 1 protein M130	7091.0	7756.73	14374.5	7705.87	11237.0	15425.3	36260.7	9808.55	13927.2	13196.5	8764.61	34753.7	19772.2	18489.6	27474.4	14827.4	28148.7	23037.6	19447.2	16765.3	21647.8	61851.0	15236.9	14685.2	110898.0	16350.2	38188.1	20876.5	24649.9	43502.2	22422.8	11358.9	35602.5	42058.3	23119.4	25034.5	39242.5	45205.2	20192.9	12798.2	49894.7	24606.8	10120.1	31210.8	27598.7	29767.8	32641.2	32985.0
Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	11380.0	11076.3	4017.6	12183.1	7448.86	10913.8	8457.65	7016.63	4855.53	3340.48	5933.5	9294.26		4399.46	4438.4	7975.75	5933.42	5918.92	9076.66	16963.4		4601.07	7527.47	4310.41	5964.17	13443.2	19996.2	5016.17	5654.22	9018.39	9166.05	6499.78	7852.07	26989.7	7505.02	11258.9	23264.5	10097.8	11008.8	8952.29	8939.84	4470.72	6926.15	6347.32	5644.81	9720.99	8141.9	7694.44
Q86WI1	PKHL1_HUMAN	PKHD1L1	Fibrocystin-L	5271.68	3726.71	5100.42			4649.76	1291.57	2687.05	6321.13			2046.47	4047.73		3608.21	3557.89				3613.04					2621.5	2996.04	4520.58			3965.17							3182.85					5094.16		3638.5				
Q86X29	LSR_HUMAN	LSR	Lipolysis-stimulated lipoprotein receptor	1561.49			3910.6	5259.61	5335.22	3555.8		3946.53	5699.94	11101.7		13924.0	4012.09	11355.4	5989.02	8377.03	4388.25	7419.13	5389.47	17693.8	15578.4	9634.22	3518.84	6437.65	8691.67	11626.3	3952.48	10195.1	8501.3	6211.4	3408.45		10908.2	9037.22	9359.69	4858.69	6320.86	10058.9	10461.4	4639.05	5363.49	3012.08	6027.39	6708.61	7787.47	7235.44	5354.0
Q86YB7	ECHD2_HUMAN	ECHDC2	Enoyl-CoA hydratase domain-containing protein 2, mitochondrial												1835.24					4519.5	3590.67	2285.68	28426.2		7476.84			4376.88	6775.84			1893.61				1731.22	17581.6						892.733		8596.95		8102.71	7761.83	2461.22	526.315	2834.94
Q86YT9	JAML_HUMAN	JAML	Junctional adhesion molecule-like	4929.58	3598.48	3897.19	4888.17	9668.51	3842.87			5075.57	5668.08	7927.67	6459.83	3064.93		7428.99		6071.41		4728.58		4572.2	14510.7		8246.25	12090.8	7539.02	18421.5		5741.96	10271.2	3061.67		8385.44	9986.45	7788.12	7096.48	12714.6	15456.9	10992.6	5920.74	13132.2	7689.99		7158.15	9088.51	6210.77	8109.65	8333.36
Q86YZ3	HORN_HUMAN	HRNR	Hornerin	20350.4	7290.56	21105.7	4159.52	7891.93		3349.8	4543.53	5520.8							6363.98	4369.17	6502.12	2937.34	9330.28				28643.5	7935.0	5268.0	4855.87		2564.67	7588.15	14633.6	2640.06	3353.13	4780.51	4009.43	3331.5	17597.7	3642.21	8186.35	3369.59	9394.7	6075.27	13330.5	4161.89	5161.53	5124.61	3411.52	3277.1
Q8IUK5	PLDX1_HUMAN	PLXDC1	Plexin domain-containing protein 1	6820.56	8582.14	10338.8	7138.93	9052.08	7058.59	14367.9	10558.6	9710.4	10257.6	9819.04	17067.8	14546.6	13946.2	9040.69	7325.27	10142.4	9728.14	7392.1	5307.18	16021.5	7407.86	6568.82	14404.3	9316.84	8262.8	6748.07	7029.38				6849.24	6055.83	4708.25		2943.24	6470.38	5576.98		4007.51	5638.9	6235.95		11308.2	7269.86	6875.05	6845.25	6728.29
Q8IUX7	AEBP1_HUMAN	AEBP1	Adipocyte enhancer-binding protein 1	15329.5	17506.0	18075.5	16645.8	57529.5	20039.1	15967.9	12980.9	15129.1	19769.2	23869.8	15933.5	17810.9	13578.7	18318.5	14820.2	10763.4	11980.7	18137.4	26179.7	19224.9	18240.0	30091.2	20842.2	46435.1	46519.8	41278.7	20847.1	29314.6	42889.3	25103.0	14089.7	18844.2	75813.4	21943.9	21552.2	21287.3	30808.0	26881.8	24946.6	34627.2	29194.0	19742.7	37264.2	39841.5	31231.0	33724.5	30709.8
Q8IW45	NNRD_HUMAN	NAXD	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	4861.96			4814.8																				11415.4		9976.74	4012.3								14641.9													
Q8IW75	SPA12_HUMAN	SERPINA12	Serpin A12		1260.45	3087.32						2846.67					3347.51					1669.21	1294.3				2472.2			1057.47													2124.59		1567.67	3580.2	2736.08	3063.82	1512.6		
Q8IWL1;Q8IWL2	SFPA2_HUMAN;SFTA1_HUMAN	SFTPA1;SFTPA2	Pulmonary surfactant-associated protein A2	5178.66	3582.59	7729.83	4722.3	9638.07	5321.32	9300.56	3702.76	5734.33			6325.91		6988.39				4963.29		14041.7						5266.88	13752.1		6464.17	3290.24	4114.25		5411.8	18652.1			3098.48	6717.3		6793.24	6327.93	4829.33		3564.56			4831.96	
Q8IWV2	CNTN4_HUMAN	CNTN4	Contactin-4	6217.35	7341.98	8340.36	9257.04	20970.7	9059.45	4551.16	3230.11	6427.81	3327.09		5541.44	4457.02		8257.38	1835.73	4023.28	6940.86	3776.05	11375.7	5072.81		5257.12	8868.5	6169.63	5871.31	10902.5		5927.13	10165.0	2755.03	6313.26	4765.7	4846.91		2912.62	3947.29	2827.02	5515.99	4607.39	4611.71	9208.79	5381.88	11234.5	5053.17		4753.99	3951.71
Q8IXL6	FA20C_HUMAN	FAM20C	Extracellular serine/threonine protein kinase FAM20C	31281.2	36709.3	27319.8	35405.9	38678.0	33318.9	32712.9	20175.5	26341.3	34350.3	36071.0	30396.0	31075.4	26956.1	35747.1	25660.0	33792.1	45117.4	30487.7	46171.5	35300.3	28058.4	35385.6	46756.1	30390.2	45262.5	47344.0	26708.9	37288.6	33105.0	35545.7	48349.3	37352.3	33078.3	38169.3	37185.4	29753.4	29434.7	37957.5	25290.8	27039.1	31329.5	45875.3	35609.6	35206.4	31764.5	27749.2	28300.0
Q8IY45	AMN1_HUMAN	AMN1	Protein AMN1 homolog					4617.78		5466.61		6853.06			4668.27		3953.68	3605.66		4865.09	5404.56	5338.85											3256.07	6076.5							4875.37										
Q8IYS5	OSCAR_HUMAN	OSCAR	Osteoclast-associated immunoglobulin-like receptor	3757.89	3509.44		2626.65							2702.81			2298.32				2171.89		4023.35				7359.47	10160.3	7583.49	9784.09	4364.23	7922.66	8110.75	3779.97		7458.11	6104.33	7666.69	6100.03	5138.19	5638.18	10290.7	6117.43	7451.47	4495.96	3413.99	3370.27	2855.95	3829.29	4259.14	3901.18
Q8IZ83	A16A1_HUMAN	ALDH16A1	Aldehyde dehydrogenase family 16 member A1					5063.41		5257.12							3076.28													12365.0			4824.43			3400.17	7296.37						4084.64								
Q8IZF2	AGRF5_HUMAN	ADGRF5	Adhesion G protein-coupled receptor F5	34290.4	32469.6	41109.1	32447.3	11866.1	34055.9	52245.4	31074.3	38883.6	21848.3	49411.2	65079.6		45709.0	16469.2	40184.0	20479.0	16710.1	26853.8	27531.1	15786.3	15713.6	8181.81	52280.2	65033.0	35757.7	69556.5	17631.5	13904.1	40682.5	36082.8		15674.4	29858.1	27052.8	23374.0	34365.3	27487.7	27446.2	13681.5	29067.3	61068.2	8834.84	58627.2	49178.0	26213.2	23278.5	19168.0
Q8IZP0	ABI1_HUMAN	ABI1	Abl interactor 1	3537.77	5057.68	4419.16	4600.23					2518.12																	5769.12	5077.03			6317.23	3783.52			19982.9	2417.36		8568.48		5417.53							3508.17		
Q8N128	F177A_HUMAN	FAM177A1	Protein FAM177A1	10977.3	10461.9	8800.93	9886.01	13901.3	10394.3	15196.6	13472.5	5735.01	10679.1	11787.1	18225.7			9600.83	11882.3	13212.8	13788.1	12340.0	12929.0			15031.0	10083.4		5918.66	18144.5	8337.87	8192.23		10128.2	8476.58	10945.4	16083.1	8792.16	13712.8	10515.4	10659.4	8299.24	7892.25	9600.94	7241.59	9985.26	8531.48	9612.39	9855.47	8692.08	10961.7
Q8N149	LIRA2_HUMAN	LILRA2	Leukocyte immunoglobulin-like receptor subfamily A member 2		2319.46			3188.57	2340.65	5779.88	3058.45		2903.08	7341.4			2406.64	5693.65	5842.74	3015.71	4568.4		1360.35		4171.31	3221.32	3760.87	14962.1	1623.7		3267.59	2693.17		4886.37		2060.87	2791.13		2032.01	2740.42					3604.02	1892.66	5445.92	5347.49		3387.59	1366.85
Q8N1N4	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	32493.1	13131.1	41196.6	12069.1	17354.5	8812.61	20050.1	40138.9	32507.6	25242.0	51240.8	20129.2	20931.2	33212.6	20696.3	45132.0	21588.8	23844.5	36536.3	24958.7	23439.3	21973.6	7141.63	24095.0	27195.8	7931.96	7978.92	15788.3	9882.91	26175.2	24358.6	15353.2	17055.9	11049.9	8968.88	16061.3	41634.4	11142.5	29505.6	27167.7	21387.2	22857.4	51629.3	34993.8	26169.5	27428.8	26660.3	29102.1
Q8N2S1	LTBP4_HUMAN	LTBP4	Latent-transforming growth factor beta-binding protein 4	11324.7	12933.8	15187.7	14652.1	14100.6	8293.06	9038.59	12659.5	7099.4	7416.06	9204.98				7946.2	8420.84	5326.07	8381.74	13062.7	7451.49	19400.9		16722.0	12577.6	15147.4	56863.7	32488.3	17812.4	24728.5	43947.2	33540.6	7746.12	15524.2	23260.3	22275.1	19568.2	24387.5	32830.2	25297.7	16974.4	32405.9	40040.3	17706.9	19512.8	19182.7	14155.7	16600.9	17482.3
Q8N474	SFRP1_HUMAN	SFRP1	Secreted frizzled-related protein 1					12039.6																										4655.02			13772.0														
Q8N4A0	GALT4_HUMAN	GALNT4	Polypeptide N-acetylgalactosaminyltransferase 4		3586.81																				2493.01					2950.68			3155.66	3217.98								3701.89									
Q8N6C8	LIRA3_HUMAN	LILRA3	Leukocyte immunoglobulin-like receptor subfamily A member 3	2719.21		15941.4		22699.9	13536.5	12856.1		12500.3			21566.3									39628.1			151116.0					15299.3		38668.9	61946.7											66022.5			14567.4	8630.67	10836.6
Q8N6Q3	CD177_HUMAN	CD177	CD177 antigen																								17101.8	27117.9	19913.5			5260.87		10900.7				5380.27	7758.75	11079.0					3313.56				7161.96	8282.67	10299.6
Q8N8K9	K1958_HUMAN	KIAA1958	Uncharacterized protein KIAA1958	4620.32	7755.98	25153.0	6476.71			7700.72	61971.4	15149.0		38191.8	13778.9	76083.7		72032.7			23531.6	31793.7		16514.1	26284.9	26005.2	23724.7	83651.5	23169.6	10557.6	46332.4	22367.8	42342.6	13873.4	57305.8	28050.5	65739.8	15677.9	16000.9	65611.0	28088.3		29773.2	36363.4	527693.0	49593.8	461608.0	495958.0	108099.0	112192.0	110625.0
Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	44074.0	43320.9	43207.7	45984.4	136522.0	118119.0	137043.0	31109.1	39968.3	157303.0	421233.0	164882.0	161955.0	161322.0	301034.0	55343.8	46305.0	52487.2	185446.0	252980.0	333857.0	827777.0	500115.0	145056.0	167269.0	129838.0	235002.0	201598.0	516452.0	349991.0	308245.0	168752.0	210765.0	222492.0	190068.0	204299.0	723112.0	321387.0	794498.0	254001.0	320574.0	294684.0	186595.0	327924.0	306084.0	286304.0	269764.0	284474.0
Q8NBP7	PCSK9_HUMAN	PCSK9	Proprotein convertase subtilisin/kexin type 9	468159.0	491967.0	361057.0	467622.0	356723.0	385037.0	152016.0	119220.0	326017.0	201977.0	392933.0	146248.0	122414.0	265379.0	396843.0	279340.0	548633.0	576455.0	600768.0	580264.0	341550.0	367418.0	320896.0	287555.0	463425.0	825954.0	716291.0	247015.0	577152.0	177319.0	665834.0	274198.0	772820.0	593454.0	473887.0	460827.0	352830.0	369576.0	261068.0	549271.0	348671.0	290420.0	282242.0	298732.0	289251.0	353773.0	363212.0	354323.0
Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	5780.44	3726.57	4796.18	4423.85	10001.7	3524.74	3572.61	4572.95	4559.06	5265.12		5201.69	5380.95	6612.77	5130.37	2374.15	2334.95	4555.19	4220.44	4598.86	10245.0		4381.95	4009.68	4514.36	6002.33	7057.65	4195.52	3728.55	7711.17	3304.66	3240.26	5884.14	19577.7	4524.17	6181.7	21901.1	11032.3	7804.58	6683.23	10413.6	6358.03	5110.79	6669.75	5688.25	5682.62	4042.96	4963.19
Q8NI99	ANGL6_HUMAN	ANGPTL6	Angiopoietin-related protein 6	16128.8	13786.2	16263.8	15332.6	20281.2	20453.6	10887.5	12540.5	21304.7		17427.2	10865.5		20682.7	20946.7	18174.2	21445.2	24003.4	14483.6	21491.4	37330.2	13391.7	14123.2	9746.12	11337.2	39762.2	96824.1	10245.1	22641.7	21035.1	20166.4	25864.9	31292.4	14153.5	12178.6	15078.7	11701.4	28278.2	28771.6	23046.7	25896.6	5899.16	24094.7	6130.17	6726.58	16042.1	15445.7	18082.9
Q8TCT1	PHOP1_HUMAN	PHOSPHO1	Phosphoethanolamine/phosphocholine phosphatase																			8275.16	9533.74		14201.3	5839.91		13340.9			12857.0	10380.6	5497.48										5417.84				13135.6	10504.8	12388.2	11065.8	12145.5
Q8TDL5	BPIB1_HUMAN	BPIFB1	BPI fold-containing family B member 1	274721.0	264108.0	165057.0	254781.0	115146.0	142834.0	150088.0	230061.0	162393.0	304272.0	131136.0	271810.0	153005.0	146234.0	176944.0	144373.0	239880.0	220911.0	236696.0	32331.7	103061.0	147673.0	80665.3	125614.0	30491.3	41606.5	162943.0	141646.0	116901.0	73436.2	132102.0	64176.0	110047.0	276190.0	166633.0	197628.0	55867.4	178178.0	115171.0	142817.0	184863.0	25730.0	69338.9	31978.9	26895.4	114537.0	117059.0	118084.0
Q8TER0	SNED1_HUMAN	SNED1	Sushi, nidogen and EGF-like domain-containing protein 1	17215.8	18734.6	17026.3	17566.1	26660.8	23887.6	16828.3	15089.3	15171.5	11858.6	14325.6	19501.2	10757.9	11936.8	16648.4	12203.5	16532.7	18624.0	9757.46	41574.8	9517.8	14534.9	17238.5	15116.1	25674.2	21202.1	33089.1	12278.2	18252.6	37674.3	14453.0	26662.7	14912.0	30729.6	15280.8	13220.6	31209.5	34706.0	26208.3	15795.4	33825.9	23116.5	24573.5	22275.9	20607.3	13207.7	15147.3	18043.6
Q8WUA8	TSK_HUMAN	TSKU	Tsukushi	15637.9	12802.0	8277.9	13273.3	13322.7	8041.69	13275.9	13801.4	9679.24		18402.0	11129.9	14071.2	24337.0	25119.7	47578.9	8394.8	6229.23	22353.6	89178.3	50693.3	52010.5	492179.0	19946.0	21936.2	25142.9	43916.0	7242.96	47494.2	38872.1	131641.0	173263.0	82165.2	278950.0	39185.5	40927.2	40120.2	35887.6	9364.36	40781.6	37267.7	13241.9	190100.0	14682.6	14007.9	79392.6	71459.8	70186.1
Q8WUJ3	CEMIP_HUMAN	CEMIP	Cell migration-inducing and hyaluronan-binding protein	10670.1	8641.13	10763.6	8498.94	19965.4	10406.5	9984.97	5201.04	7431.09			12494.6		5756.62	11202.5	5994.91	8233.72	9576.35	15310.6	21083.6	7363.53		9185.21	3812.93	15550.9	20340.9	19635.5	3526.33	9910.75	30645.1	9710.52	9362.35	6151.7	20541.3	14403.6	11404.2	31696.0	16632.5	27473.5	5526.96	14001.8	22428.0	8456.02	24844.1	22130.5	12883.5	13771.6	15159.1
Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	4357.18	3468.79		3872.9	2576.75	3421.34		2638.04																		3080.62	2994.08		1924.32		3800.65			5457.72	3371.81		5759.72	2241.64							2559.37		2375.29	2218.92
Q8WVN6	SCTM1_HUMAN	SECTM1	Secreted and transmembrane protein 1	9310.58	8983.69	7779.64	10130.0	45505.5	6873.18	4700.27	5364.19	5682.95			6990.65			6328.81	3031.78	3335.03		4306.55	5432.25	5592.43	5253.9	3580.67	5178.19	9283.28	18393.8	18141.7		9009.58	35495.2	26496.9		11638.6	63081.5	3605.97	8837.57	40733.4	62752.8	13497.7	18723.6	51863.9	6599.14		7230.64	9010.93	13815.7	15590.7	14959.6
Q8WVQ1	CANT1_HUMAN	CANT1	Soluble calcium-activated nucleotidase 1		5457.18	6567.72	5192.53		5937.85											3925.4									6347.17	5452.45		8391.44															7229.78				
Q8WVV4	POF1B_HUMAN	POF1B	Protein POF1B	5162.45	3115.14	6578.37		3279.72	1906.96	4698.39	4531.26		3416.27	7045.02	1548.59		4380.35		3755.96	2086.84	2592.79	4209.95	6364.87	2784.66	3493.9		2635.31	2810.84		2915.56		2965.62	5696.19	5535.31		4636.07		3361.27	2438.42	6886.07	3816.77		4595.32	3682.6	4168.23	3377.34	9622.76	5056.62	2848.87	2586.02	3720.57
Q8WWA0	ITLN1_HUMAN	ITLN1	Intelectin-1	127171.0	125557.0	50637.8	124756.0	33172.8	24060.1	29057.6	31722.1	41000.4	34934.9	17536.5	28116.7	53995.2	50963.4	33783.9	55006.9	66390.3	48041.3	11395.8	34651.5	24460.2	10306.4	58066.9	34574.3	11863.0	16132.4	72319.3	6060.06	20597.9	24223.7	20452.0	21333.8	28887.6	14173.6	22564.1	29113.8		59492.8	26728.8	75367.3	67986.1	98662.1	21510.2	75497.5	66555.4	33242.5	26795.6	27554.2
Q8WWV6	FCAMR_HUMAN	FCAMR	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	8026.67	8819.15	10866.5	6573.65	8859.79	22193.0	17637.5		15004.1	8955.43	20560.7	17219.5	17937.6	10004.9	22443.0	10915.1	8750.83	15214.8	11857.8	42279.7	21036.0	30663.6			57471.1	10970.3	7442.21		18822.7	12360.9	43472.7		11995.4	11374.4	22252.5	22527.2	39770.7		26077.6	9433.89		51703.4		42516.1	35846.4	15828.7	19395.4	20894.4
Q8WWZ8	OIT3_HUMAN	OIT3	Oncoprotein-induced transcript 3 protein	33424.8	33946.9	30166.4	35061.4	35180.1	42584.6	43559.2	19481.2	37064.0	22196.1	32790.3	40512.9	23177.3	32581.4	35338.5	34312.2	28210.2	29194.1	45743.3	43237.9	12243.5	59867.3	34163.6	46984.8	41920.8	53119.6	43250.3	33020.7	39093.1	65774.4	36441.3	93388.5	22703.3	39056.3	53325.8	53545.0	52677.8	38691.7	50439.7	36982.3	30477.7	44004.7	80863.6	39086.4	39919.5	34694.9	33323.0	32806.4
Q8WZ42	TITIN_HUMAN	TTN	Titin					16515.3															26058.9						2555.37	1922.24				13867.8		24245.4	8347.81	16903.8	13966.7				21780.6						8849.83	6430.49	6526.01
Q8WZ75	ROBO4_HUMAN	ROBO4	Roundabout homolog 4	55410.5	54575.4	87567.4	43549.8	241874.0	91107.9	70563.0	46235.6	97271.2	17620.1	67086.1	68595.9	88526.2	80760.5	48858.3	82037.8	29284.9	43821.0	53929.7	106570.0	101332.0	94271.5	129371.0	109431.0	165645.0	109170.0	152915.0	46099.6	84774.9	141273.0	82257.7	71286.4	58130.2	129587.0	44566.3	38490.8	107356.0	192070.0	132077.0	69797.1	181750.0	147346.0	64679.5	164937.0	155461.0	101178.0	98206.5	102099.0
Q8WZA1	PMGT1_HUMAN	POMGNT1	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	4104.6	4708.82	6502.11	5405.67	3876.54	4880.25			6441.04	4065.46			3286.19				4576.94			5785.43						7950.86	7332.55		5939.16		5393.57		3135.18	4048.39		5641.03		4849.42			6042.78	8503.82	4249.74			4655.03	5023.23	3284.76
Q92187	SIA8D_HUMAN	ST8SIA4	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase	32697.6	32150.6	34724.2	33264.5	25692.0	30569.8	36568.6	35107.2	34668.1	27524.5	30636.2	42879.1	27524.2	44827.3	44121.7	27867.3	38260.2	29699.0	39462.1	7856.04		35846.2	18588.8	40061.2	85155.3	82489.6	32220.1	32550.6	25087.8	16884.7	42481.5	18217.3	17501.4	41077.1	48069.6	47655.2	32216.3	22718.1	43393.2	19203.1	21215.6	34916.7	18575.6	41161.5	39456.6	30792.5	32864.5	30500.2
Q92484	ASM3A_HUMAN	SMPDL3A	Cyclic GMP-AMP phosphodiesterase SMPDL3A						3965.08	11392.1		3965.55			8794.57				5394.89		3558.27	5500.43	7450.92	12369.5			12793.7			3915.14			3226.89		10404.4		1915.59				3285.91	3608.18	3493.39		5293.46	9463.98	6390.27		6158.29	4533.91	
Q92496	FHR4_HUMAN	CFHR4	Complement factor H-related protein 4	27025.2	34450.7	27261.1	30475.6	102060.0	46442.8	189080.0	55085.1	42868.7	105088.0	112466.0	238108.0	117809.0	38528.4	50104.5	16437.9	156676.0	241109.0	31425.0	60897.5	208016.0	91341.7	134237.0	106725.0	33546.2	80595.3	31946.1	126161.0	173575.0	18616.4	61628.1	143774.0	118400.0	281887.0	51544.4	56730.2	81558.6	111484.0	127064.0	72934.5	105192.0	51119.7	168090.0	50776.5	60126.8	109966.0	116400.0	105820.0
Q92520	FAM3C_HUMAN	FAM3C	Protein FAM3C	29359.9	28283.9	25034.0	30912.4	73022.2	21516.0	14490.6	13776.2	18677.7	16425.7	7794.03	15618.0	8334.01	10366.9	15832.5	12726.2	9451.22	9381.9	10431.2	13570.1	23301.8	10341.9	25257.5	13840.6	8799.42	25586.3	31875.0	18548.0	28088.7	37798.9	43723.8	10787.5	16433.3	70937.5	22301.8	21567.3	53361.4	70185.9	31538.9	38458.1	73395.5	24395.2	13657.0	27769.6	23950.8	21741.4	27335.6	24207.9
Q92614	MY18A_HUMAN	MYO18A	Unconventional myosin-XVIIIa						1236.18				2353.73	3505.49																				2431.58			9237.67			4033.39		1981.99									
Q92619	HMHA1_HUMAN	ARHGAP45	Rho GTPase-activating protein 45	7831.46	6547.37		3688.42											7496.65				6514.24					6101.04	6169.76		2326.7			6792.75	10035.4		5582.26	12998.7			5965.75		6210.87		3862.34	3147.53		3756.88	5112.43	5371.21	4650.68	6995.19
Q92626	PXDN_HUMAN	PXDN	Peroxidasin homolog	6570.94	9345.73	3293.06	7263.31	6210.6	9598.66	11783.9	3961.2	4577.26		9913.57	8828.82		13295.4	7630.31		7914.13	7064.87	8682.74	31756.5	12549.8	10327.0	10455.9	14418.4	14851.7	12438.9	10342.6	9656.24	12088.1	7445.69	11320.4	15969.1		12963.4	7417.14	10068.7	12558.2	5228.42	8819.87	3948.14		6229.95	10808.2	7699.05	8956.56	7618.43	7548.06	7674.99
